Name,Speed,Stamina,Strength,Aggression,Creativity,Luck,Focus,Influence,Refelxes,Phobia,Vice,Role,Personality,Class,Affinity
James Beef,5,9,6,5,10,8,4,7,7,Gravel,The Moon,Superfan,Compassionate,Die-hard,Soul
Abimbola Snuggles,9,4,5,10,9,8,7,4,5,Plants,Commercialism,Staff,Focused,Mycologist,None
Matthew Sketchkov,8,2,3,9,9,5,2,3,3,Blankets,Punctuality,Superfan,Appreciative,Hardcore,Soul
Jemimah Morales,5,3,3,3,5,6,3,7,9,Eggs,Bees,Superfan,Modest,There for the booze,Mind
Salmonella Alvarez,8,2,10,10,7,5,3,6,4,Paper,Hot chips,Superfan,Romantic,Corporate guest,Soul
Jennifer Momo,5,5,5,6,8,4,10,10,7,Hot Dogs,Guns,Superfan,Appreciative,Fair-weather,Mind
Samantha Yeshua,5,9,3,9,8,6,3,2,8,Magpies,Cars,Superfan,Passionate,Hardcore,Soul
Mercutio Sweeper,6,5,9,10,7,10,5,5,4,Loud music,Clouds,Superfan,Humorous,There for the booze,Soul
Kai Bassett,7,7,7,9,5,4,8,4,6,Prime Numbers,Charities,Staff,Placid,Kit Manager,Body
Disco Lee,7,4,10,7,1,4,2,9,4,Loud music,Pajamas,Player,Compassionate,Support,Body
Noddy Freed,5,1,8,8,6,10,2,1,2,Caviar,Presidents,Player,Wise,Support,Soul
Salmonella Hellbender,4,3,4,6,7,3,10,7,6,Plastic,Boardgames,Player,Compassionate,Closer,None
ABCDE Wellington,2,6,6,10,8,9,4,4,2,Gravel,Argon,Superfan,Sage,Die-hard,Soul
Boudica Gomez,3,4,7,4,7,8,10,3,8,Diet Soda,Sunsets,Superfan,Idealistic,Die-hard,Mind
Kylen Hamilcar,5,7,9,4,5,4,8,5,8,Tomato Juice,Beards,Staff,Romantic,Physio,Mind
Edith Italics,3,9,7,8,3,9,4,2,5,Groundhogs,Fairies,Player,Appreciative,Investigator,None
Number 27 Bus Pedigrue,5,3,7,4,10,9,6,3,2,Pimples,Bio-diesel,Player,Modest,Consistency,Soul
Shepherd Morris,5,2,3,8,9,9,4,9,8,Barbers,Exorcisms,Superfan,Passionate,There for the booze,None
Peregrine Blade,6,10,6,3,5,6,2,1,5,Promiscuity,England,Staff,Placid,Media team,Soul
Margaret Morgan,1,6,4,8,5,5,7,7,7,Windows,Torture,Superfan,Modest,Fair-weather,Mind
Jagger James,3,6,3,6,2,3,7,9,2,Electrocution,Reality TV,Player,Appreciative,General,Mind
Annabelle Fisk,4,1,6,9,3,10,6,2,6,Kangroos,Sweat,Superfan,Sage,There for the booze,Soul
Jacqueline Suitcases,9,7,8,6,5,6,6,9,9,Debt,Stickers,Superfan,Confident,Fair-weather,Body
Hammer Rogers,9,7,6,9,9,9,2,6,4,Witchcraft,Bees,Player,Innovative,Support,Soul
Lyle Rogers,1,2,4,9,2,10,9,7,10,Sandals,Pastrami,Superfan,Modest,Pessimist,Mind
Ciel Teeth,7,6,9,7,7,7,10,10,8,Salt,TSA Agents,Superfan,Romantic,Full kit wanker,Mind
Majestic Heisenburg,2,4,5,10,2,6,4,5,3,Milk,Geese,Player,Appreciative,Specialist,Mind
Shirley Cienfuegos,10,8,5,4,2,1,3,7,7,Blenders,Diabetes,Player,Appreciative,Support,Body
Shirley Jones,5,6,5,8,9,2,9,4,1,Heights,Solid furniture,Superfan,Romantic,Die-hard,None
Nova Umbrella,4,10,3,4,4,8,5,3,1,Fog,Cognac,Staff,Stoic,Doctor,Soul
Wolf Coachman,7,4,9,5,2,4,4,10,4,Relatives,Torture,Superfan,Idealistic,Optimist,Body
Amanda Stumble,6,6,7,9,8,6,4,2,5,Irony,Beanbags,Management,Appreciative,Assistant Coach,None
Snow Jimenez,9,7,4,1,3,4,6,7,7,Petrol,Holiday Smells,Player,Appreciative,Consistency,Body
Ahma Dardar,8,6,8,10,10,7,5,9,10,Showers,Porn,Superfan,Sage,Corporate guest,Mind
Delta Yates,7,6,8,3,2,6,6,5,8,Goats,Tuna,Superfan,Idealistic,Hardcore,Body
Double Armadillo,4,5,5,9,7,8,6,5,9,The Eagles,Buffets,Staff,Focused,Brand manager,None
Lucifer Channing,4,3,3,3,1,6,10,9,3,Self-driving Vehicles,Thesaurus,Player,Focused,General,Mind
Kadek Binjuice,4,6,4,7,8,3,7,6,5,Hotel Soaps,Massages,Staff,Placid,Waterperson,None
Leif Yates,7,9,5,9,5,3,5,4,2,Vanilla extract,Body Spray,Superfan,Idealistic,Full kit wanker,Body
Shoelace Gray,7,2,7,3,2,7,9,9,3,Heights,Peanut butter,Superfan,Innovative,There for the booze,Body
Aisha Jessup,3,8,10,10,9,6,3,5,7,Cat Hair,Lanterns,Staff,Compassionate,Sponsorship director,Soul
Marina Kingdom,7,6,5,7,9,3,7,7,9,Grass,Sitcoms,Superfan,Idealistic,There for the booze,Mind
Hyper Abdullah,2,2,5,8,4,2,5,10,7,Passwords,Ants,Staff,Stoic,Ball handler,Mind
Jennifer Bigly,5,2,3,6,6,3,6,6,9,Birds,Mice,Superfan,Wise,There for the booze,Mind
Patricia Swedge,8,4,5,7,10,7,3,6,4,Typos,Sitcoms,Superfan,Appreciative,There for the booze,None
Larry Mendoza,4,10,7,5,7,7,4,2,1,New York,Tequila,Superfan,Compassionate,Barstool,Soul
Kadek Cemetery,1,7,9,8,8,3,9,5,10,NFTs,Tequila,Superfan,Confident,Full kit wanker,Mind
George Taylor,8,1,8,4,8,5,7,8,6,Wood,Breakfast,Superfan,Passionate,Hardcore,Mind
Giant Mushroom McKenzie,6,4,9,3,5,9,1,8,8,Toothbrushes,Pilots,Superfan,Appreciative,There for the booze,Soul
Zayd Mitchell,7,2,10,9,6,3,4,1,7,Lava Lamps,Confetti,Staff,Appreciative,Data Analyst,Soul
Obodas Trumpet,2,8,3,4,6,6,1,2,7,Santa Claus,Sci-Fi,Superfan,Modest,Corporate guest,Soul
Dumfoozle Towel,4,8,7,9,10,10,4,7,3,Taxes,Charities,Player,Sage,Investigator,Soul
Angela Ladder,7,6,2,7,3,3,7,2,5,Buffets,Clouds,Player,Compassionate,General,Mind
Dennis Trumpet,9,10,9,5,2,4,10,8,9,Toothbrushes,Tequila,Management,Modest,Owner,Body
Peregrine Bazooka,2,9,4,7,7,10,7,5,3,Sunglasses,England,Superfan,Romantic,Scarf Guy,Soul
Marmalade Porcelain,5,3,7,6,4,7,8,10,6,Moustaches,Hawaiian Pizza,Superfan,Wise,Gambler,Mind
Margaret Sprinter,7,10,4,6,8,5,3,3,2,Soap,Hawaiian Pizza,Superfan,Romantic,Fair-weather,None
Genesis Legend,10,7,7,5,9,7,6,3,8,Shoe laces,Butterflies,Superfan,Romantic,Pessimist,Soul
Lucifer Ribeye,10,9,7,10,10,8,7,7,8,Flying,Toxoplasmosis,Superfan,Sage,There for the booze,Soul
Brandon Perez,8,2,5,9,7,5,2,2,2,Plates,Candles,Staff,Idealistic,Sponsorship director,Soul
Creaky Lù,8,10,5,2,2,4,7,3,3,Homeopathy,Hot chips,Staff,Innovative,Clickbaiter,Body
Periscope Bardot,6,6,9,6,10,9,8,1,4,Guitar Strings,Depression,Staff,Humorous,Player liaison officer,Soul
Dorothy LOL,9,7,9,3,4,6,3,4,4,Protein Powder,Sister-in-Laws,Player,Humorous,Specialist,None
Donna Fingers,4,3,5,5,4,3,5,6,2,Travel,Billboards,Superfan,Idealistic,Die-hard,Mind
Timepiece Houde,2,5,2,9,1,6,8,3,9,Sporks,Pastrami,Staff,Passionate,Zookeeper,Mind
Obnoxious Flammia,4,7,5,10,5,1,9,6,6,Prosthetic Limbs,Mushrooms,Player,Sage,General,None
Chloe Beaverclown,4,6,7,5,7,10,4,5,4,News,Justice,Staff,Compassionate,Match reporter,Soul
Michelle Moon,2,3,9,7,10,9,7,2,4,Crying,Beanbags,Player,Idealistic,General,Soul
Anna Skyscraper,8,4,10,10,10,8,5,2,8,Soap,Pastrami,Player,Idealistic,Support,Soul
Troy Black,10,4,6,7,8,6,4,8,1,Mouse Traps,Passports,Superfan,Wise,Hardcore,Soul
Ruth Embellishment,4,6,9,9,4,3,3,7,9,Hot Dogs,Prison breaks,Player,Compassionate,Investigator,Body
Stephanie Humphrey,4,6,2,6,5,5,7,4,7,The 80s,Massages,Superfan,Innovative,Die-hard,Mind
Zoro Swedge,5,4,9,5,9,8,4,5,5,Opium,Beat Poetry,Superfan,Wise,Hardcore,Soul
Majestic McGowan,9,8,9,8,9,8,6,9,4,Exotic Dancers,New Socks,Management,Sage,Director,Soul
Edith Winter,8,9,7,4,2,2,8,10,3,Moustaches,Caffeine,Superfan,Passionate,Barstool,None
Axel Van Clamberwobble,2,2,8,5,3,9,10,10,7,Parasites,Antibiotics,Player,Humorous,Support,Mind
Achilles Gonzales,8,6,7,4,6,4,5,5,6,Alarm clocks,Motivational Posters,Superfan,Humorous,Gambler,None
Samuel Puabi,8,7,2,2,8,5,7,9,3,Curry,The Void,Superfan,Confident,Hardcore,Body
Boudica Armadillo,1,4,1,9,4,6,9,9,3,Bricks,England,Player,Placid,Support,Mind
Plum McGregor,7,2,3,9,4,3,10,7,6,Magpies,Cognac,Superfan,Idealistic,There for the booze,Mind
Rodd Gaumond,7,9,2,5,6,9,2,5,2,Burps,Thesaurus,Superfan,Humorous,Fair-weather,Soul
Listen Linda Stewart,8,5,7,5,3,3,5,3,7,Cheese,Mushrooms,Staff,Sage,Performance coach,Body
Coarse Ortiz,8,7,6,9,2,7,4,2,2,Mouse Traps,Tax Evasion,Player,Humorous,General,Body
Jeffrey Jacaranda,5,2,10,6,9,6,3,8,1,Snow,Jewelery,Player,Passionate,Specialist,Soul
Wesley Furyk,10,6,1,2,10,9,9,4,6,Showers,Underwear,Superfan,Humorous,Die-hard,Mind
Metaverse Ribeye,8,7,6,5,6,9,8,5,3,Mythical Creatures,Acid,Staff,Wise,Investigative journalist,Soul
Strange Chilly,5,4,5,9,8,6,9,9,9,Magnetism,Holiday Smells,Superfan,Sage,Hardcore,Mind
Jennifer Thundergoose,7,8,3,9,6,2,7,8,4,Birds,Huffing,Superfan,Sage,Die-hard,Soul
Phlegm Ramos,8,5,7,7,6,5,3,2,4,Basilisks,Diabetes,Player,Confident,Consistency,None
Scott Johnson,7,10,9,5,6,2,3,2,5,Paper,Air Conditioning,Staff,Romantic,Mascot,None
Wesley Berry,10,5,9,5,10,9,8,4,8,Chains,Catapults,Staff,Sage,Kit Manager,Soul
Rocky Martinez,7,8,5,4,5,8,4,5,9,Sleep,Children,Player,Idealistic,Investigator,Body
Handsome Hinode,3,6,8,10,9,6,1,6,2,Alarm clocks,England,Superfan,Humorous,Fair-weather,Soul
Ciel Suitweasel,2,7,3,10,8,10,2,2,3,Hot Dogs,Soap,Staff,Innovative,Masseuse,Soul
Joshua Markcosmisplats,7,4,7,1,3,5,9,9,1,Showers,Meditating,Superfan,Innovative,Fair-weather,Body
Zoro Cienfuegos,4,1,3,2,3,9,8,5,7,Buffets,Clouds,Superfan,Compassionate,Die-hard,Mind
Babe Truth,8,9,9,9,10,10,7,7,10,Arcades,Greeting Cards,Staff,Confident,Doctor,Soul
Extractor Fan Rivera,10,9,8,6,4,3,8,5,2,Sunglasses,Candles,Player,Confident,Consistency,Body
Extractor Fan Awolowo,7,6,3,1,6,7,8,7,8,Glass,Grandfather,Superfan,Stoic,Barstool,Mind
Malaika Flinch,9,6,8,3,5,5,6,8,8,Radiohead,Tipping,Player,Stoic,Consistency,Body
O'Yacklebrunt Porcelain,7,7,5,3,6,1,8,8,5,VR Technology,Forced Entry,Superfan,Stoic,Full kit wanker,None
Timothy Hugger,8,4,5,6,8,6,9,5,10,Toilet Paper,Coral Reefs,Superfan,Innovative,Fair-weather,Mind
Matthew Exotic,6,6,2,8,8,4,2,4,5,Homeopathy,The Void,Superfan,Placid,Optimist,None
Bigbite Noob,6,5,3,4,8,7,8,7,9,Sandals,Bangs,Management,Wise,Director,None
Benjamin Teeth,4,7,7,6,6,8,2,7,8,Anime,Mythology,Staff,Compassionate,Ball handler,Soul
Emily Kingdom,8,10,2,4,5,7,4,1,2,Beer,Pyramids,Player,Idealistic,Hype,Soul
Lucifer Kim,3,3,6,7,1,3,8,9,10,Betting,Motivational Posters,Staff,Sage,Player liaison officer,Mind
Pitter Patter Noob,10,9,8,8,7,7,8,9,9,Marching Bands,Sweat,Player,Focused,Support,Body
Pop-Three Fingers,3,2,2,8,3,3,9,7,8,Toothbrushes,Torture,Superfan,Placid,Gambler,None
Sunny-Dee Cough,10,7,8,6,6,10,8,8,5,News,Elevators,Player,Appreciative,Investigator,Body
Twilight Brooks,7,1,2,4,3,7,9,9,9,Spatulas,Mythology,Superfan,Humorous,Barstool,None
Shark Hamilcar,6,4,9,5,8,6,4,5,9,Bibles,Huffing,Staff,Sage,Mental coach,None
Alexander Lafitte,7,10,6,7,6,7,3,10,7,Jeans,Baloons,Player,Innovative,Closer,Body
Boudica ABC,9,9,9,2,4,4,8,6,4,Subtitles,Exobiology,Superfan,Sage,Gambler,Body
Noddy Lee,6,5,3,7,8,8,7,3,4,Short Fingernails,Catapults,Superfan,Innovative,There for the booze,Mind
Brantley Ortiz,5,2,6,9,9,10,7,8,7,Office Environments,Frost,Player,Appreciative,Specialist,None
Van Clamberwobble 808,9,4,9,2,6,5,2,3,7,Electrocution,Parachutes,Staff,Stoic,Hype person,None
Stephen Umbrella,5,9,3,6,8,7,2,2,4,Radiohead,Argon,Superfan,Idealistic,There for the booze,Soul
Deborah Alvarez,6,5,5,6,9,9,5,6,4,Bad Vibes,Dumbells,Staff,Compassionate,Middle manager,Soul
Chunky Sprinter,3,4,8,7,10,8,6,9,7,Aging,Solid furniture,Staff,Stoic,Cook,Mind
Glenda Santa,2,2,6,4,2,4,8,8,9,Trains,Exobiology,Superfan,Sage,Fair-weather,Mind
James Rivera,6,5,3,4,2,6,6,6,9,Beer,Mythology,Staff,Sage,Mascot,Mind
Mundane Aye-aye,6,7,5,9,8,6,7,5,8,Keyboards,Bad Speling,Superfan,Idealistic,Fair-weather,Mind
Plum Snot,9,8,8,1,2,1,9,6,7,Meteor Showers,Pajamas,Player,Placid,Support,Body
Dennis Towel,7,9,4,6,4,8,3,9,1,Witchcraft,Weapons,Superfan,Sage,There for the booze,None
Rastafloods Panhandle,2,3,7,3,8,9,9,10,10,Alarm clocks,Punctuality,Staff,Appreciative,Waterperson,Mind
Rodd Hero,8,7,7,9,10,8,9,9,9,Relatives,Jean shorts,Superfan,Confident,Barstool,Mind
Tidy Hubert,7,5,8,7,7,5,7,5,6,Cuttlery,Custom Vans,Player,Stoic,Support,Soul
Marina Houde,6,9,8,3,1,5,2,7,8,Algorythms,Argon,Superfan,Stoic,Hardcore,Body
William Guǎngchǎng,6,10,7,3,1,3,1,3,5,Sleep,Breakfast,Staff,Appreciative,Mascot,Body
Philtrum Kingdom,10,4,8,8,7,8,6,5,5,Religion,Ants,Superfan,Appreciative,There for the booze,Soul
Debra Kuàng,7,9,4,3,1,2,5,8,10,Guns,Dreams,Superfan,Humorous,Fair-weather,Body
Mojo Dumfoozle,7,2,2,9,6,3,8,10,2,Hot chocolate,Iron Gates,Superfan,Modest,Gambler,Mind
Adalbert Hall,8,9,4,8,7,9,8,4,2,Office Environments,Memes,Player,Focused,Investigator,Soul
Enormous Autocue,3,2,10,10,6,8,3,2,4,Warm Weather,Air Conditioning,Player,Innovative,Support,Soul
Obnoxious Alluminium,7,3,8,4,6,1,4,8,10,News,Kangaroos,Superfan,Wise,Barstool,Body
Ryan Lips,2,3,5,2,5,4,4,7,2,Programmers,Fire,Superfan,Romantic,There for the booze,Mind
Crescent Moon,8,8,10,8,8,9,6,10,9,Pigeons,Bangs,Management,Innovative,Assistant Coach,Body
Brantley Armadillo,9,7,7,7,3,6,7,6,5,Trains,Freedom,Superfan,Appreciative,Barstool,Body
Amanda Luggage,7,5,2,7,4,7,10,4,3,The Letter 'S',Glasses,Player,Wise,Closer,Soul
Woodstaff Mystique,8,2,3,7,6,1,3,10,7,Parasites,Depth,Management,Humorous,Director,Body
Hideous Markcosmisplats,8,9,10,8,2,4,8,4,4,Manual Transmissions,Hope,Player,Passionate,Hype,Body
Lisa Humphrey,7,6,4,1,3,2,1,6,6,Soap,Laxatives,Superfan,Idealistic,Barstool,Body
Rock Pidgeon,3,5,2,9,1,9,3,4,9,Showers,Underwear,Superfan,Idealistic,Corporate guest,Mind
Pleasing Cattywampus,6,5,8,8,5,6,5,6,4,Kilts,Church,Player,Sage,Consistency,Soul
Mark Pop-Three,6,2,7,5,10,9,3,2,2,Vodka,Mushrooms,Superfan,Wise,Barstool,None
Stephen Kim,4,9,8,9,9,4,2,3,1,Loud music,Disneyland,Player,Romantic,General,Soul
Certain Misfortune Bear,7,6,8,4,1,7,3,3,9,Forks,90s Rock,Superfan,Sage,Die-hard,Body
Koji Zoro,3,7,7,1,7,6,4,5,4,Door Stops,Turkish Markets,Superfan,Focused,Fair-weather,Body
Marcel Aye-aye,1,2,3,9,3,8,4,8,4,Eggs,Freedom,Superfan,Focused,Pessimist,Mind
Catherine O'Callaghan,9,10,10,3,2,1,4,9,7,Flying,Tax Evasion,Superfan,Innovative,Optimist,Body
Emmett Shivers,7,8,4,4,2,4,2,9,10,Concerts,Jokers,Player,Confident,Support,Body
Mary Kate,9,8,9,8,9,7,7,9,10,News,Summer Breeze,Superfan,Appreciative,Die-hard,Body
Avi Wabbit,8,1,5,4,5,2,3,6,3,Witchcraft,Teachers,Superfan,Idealistic,There for the booze,Body
Banjo Puabi,6,5,8,4,5,9,3,4,8,Mirrors,Laughing Gas,Superfan,Idealistic,Pessimist,Body
Sir. Three Eyes Johnson,7,2,3,1,9,2,9,9,8,Manual Transmissions,Peanut butter,Superfan,Innovative,Barstool,Mind
Banjo Mangiarotti,8,7,4,2,2,2,7,2,5,Dinosaurs,Iron Gates,Superfan,Modest,There for the booze,Body
Backsplash Smith,9,5,5,5,4,8,5,2,9,Paper,Cleaning,Staff,Humorous,Objective reporter,Mind
Anthony Perez,6,7,1,2,5,7,5,6,10,Passwords,Kangaroos,Player,Modest,General,Mind
Jemimah Buzzing,3,7,1,5,10,5,10,5,9,Earthquakes,Dentists,Player,Humorous,Closer,None
Brian Drawbridge,5,6,8,3,4,4,2,8,7,Raincoats,Clouds,Superfan,Stoic,There for the booze,Body
Rhoderick Bardot,4,5,4,8,6,4,10,9,5,Commitment,Rain,Superfan,Wise,Full kit wanker,Mind
Angela Tasse,10,7,5,8,10,7,8,3,4,Balconies,Darts,Superfan,Idealistic,There for the booze,Soul
Siobhan Hernandez,2,5,10,4,9,10,2,4,10,Bad Vibes,Feet,Superfan,Wise,Fair-weather,Soul
Adalbert Oyatsu,8,9,9,4,4,7,5,1,8,Travel,Caffeine,Player,Passionate,General,Body
Koko Whippersnapper,6,2,6,2,4,8,5,6,9,Meteor Showers,Running water,Staff,Passionate,Ball handler,Mind
Flinch Glovebox,2,9,6,9,5,10,5,3,3,Slippers,Tax Evasion,Player,Placid,Support,Soul
Any Fingers,7,7,8,2,4,6,4,10,3,Subtitles,Diet Soda,Staff,Wise,Mycologist,Body
Koko Panda,8,6,9,9,7,8,7,6,4,Theme Parks,Bees,Superfan,Innovative,Corporate guest,Soul
Amanda Garg,2,4,9,1,5,5,4,3,10,Elves,Poker,Superfan,Idealistic,Gambler,None
Boudica Huffer,5,5,2,5,5,2,8,9,7,Plates,Train Sets,Superfan,Wise,There for the booze,Mind
Mary Trumpet,5,10,5,5,3,4,3,9,5,Sunflower Seeds,England,Superfan,Romantic,Fair-weather,Body
Troy Channing,5,1,5,2,2,10,9,10,6,Theme Parks,Guns,Player,Sage,General,Mind
Carolyn Potato,2,8,2,8,5,4,7,9,5,Raincoats,Boardgames,Superfan,Passionate,Corporate guest,None
Terrential Hughes,4,7,9,5,3,5,4,4,9,Pimples,Weapons,Superfan,Focused,Die-hard,Body
Toenail Auclair,9,8,5,3,4,1,8,1,9,Spatulas,Barbecue Sauce,Player,Placid,Closer,Body
Moon Constantinople,5,3,5,7,10,5,7,4,2,Dust,Bangs,Superfan,Romantic,Die-hard,None
Eleanor gm,2,6,4,4,5,6,8,10,9,Hot Tubs,Chainsmoking,Superfan,Appreciative,There for the booze,Mind
Jolololo Ramos,3,2,7,8,10,4,6,9,9,Fog,Fan Mail,Staff,Wise,Intern,Mind
The GOAT Shinobi,6,10,4,3,3,3,7,6,2,Fast food,Hope,Player,Modest,General,Body
Justin Cough,10,9,9,5,7,8,5,9,6,Pianos,Brazil,Superfan,Idealistic,Die-hard,Body
Woodstaff Phillips,4,3,3,10,4,4,10,8,8,Neighbors,Teachers,Player,Placid,Hype,None
Timothy Prunella,2,2,2,6,6,6,1,2,6,Submarines,Tax Evasion,Staff,Idealistic,Waterperson,Soul
Spiny One,2,1,2,2,10,9,5,8,8,Passwords,Dyslexia,Superfan,Passionate,There for the booze,Mind
Brantley Ironsi,10,8,7,1,4,4,2,3,3,Bad Vibes,Jokers,Superfan,Modest,Gambler,Body
Rugpull Mitchell,7,4,8,4,3,6,1,2,4,Loud music,Boardgames,Superfan,Innovative,Corporate guest,Soul
Number 27 Bus Cellier,2,2,3,8,4,3,7,3,1,Riptides,England,Player,Wise,Consistency,Soul
Flick Balls,7,7,7,9,7,8,9,9,10,Feet,Bracelets,Superfan,Humorous,Optimist,Mind
Sheep Wizard,8,7,8,9,5,1,9,5,4,Ears,Magic Tricks,Staff,Innovative,Security guard,Body
Patricia Tweetly,9,5,6,5,9,5,9,6,3,Rain,Memes,Superfan,Appreciative,Corporate guest,Body
Twilight Gifford,9,8,8,9,4,4,8,8,7,Fights,Cat Food,Player,Appreciative,Investigator,Mind
Understanding Blaine,3,2,2,9,4,7,7,6,9,Beer,Marble,Superfan,Romantic,There for the booze,Mind
Majestic Conundrum,5,3,8,6,3,1,4,9,8,Black Sand,Butterflies,Player,Focused,General,Body
Understanding Quantum,4,2,8,6,5,3,10,7,9,Touch,Acid,Player,Confident,Consistency,Mind
Jemimah Victory,6,5,1,10,9,6,3,3,5,Improv Comedy,TSA Agents,Player,Modest,Specialist,Soul
Lestat Garg,1,9,2,10,5,3,1,5,4,Lids,Mythology,Superfan,Compassionate,Barstool,None
Armpit Guǎngchǎng,7,5,1,8,6,9,9,8,1,Love,Clouds,Superfan,Romantic,Pessimist,Soul
Chance Gifford,8,2,4,8,5,10,3,4,2,Witchcraft,Mattresses,Player,Sage,Closer,Soul
Andrew Dodecahedron,5,4,9,6,9,4,8,5,9,Modems,Diabetes,Superfan,Sage,Hardcore,Mind
Zane Cocque,10,9,10,5,5,6,4,5,4,Plants,Butterflies,Staff,Stoic,Groundskeeper,Soul
Obodas Brierman,9,8,9,4,6,6,10,4,3,Cheese,Shoe horns,Superfan,Appreciative,Fair-weather,Body
DNA Swedge,7,6,9,7,10,7,6,2,4,Astrology,Tuna,Staff,Innovative,Masseuse,Soul
Majestic Smith,2,9,9,7,9,8,3,5,4,Reading,Abatoirs,Superfan,Sage,Full kit wanker,Soul
808 Umbrella,10,3,10,7,2,10,1,1,9,Snow,Oreos,Staff,Appreciative,Groundskeeper,Soul
Glenda Prevost,4,10,6,5,8,8,6,2,5,Screeching,Train Sets,Superfan,Sage,Fair-weather,Soul
Tetsu Chassis,4,4,4,8,10,7,4,6,5,Flares,New Socks,Player,Modest,Specialist,Soul
Splash Lee,6,9,5,8,9,9,6,5,5,SIlence,Religion,Management,Romantic,Director,Soul
Zayd Santa,2,2,2,10,7,1,4,7,8,Gin,Antibiotics,Superfan,Romantic,There for the booze,Mind
Nicholas Bassett,5,5,10,5,9,4,9,9,10,Betting,Diabetes,Superfan,Sage,Hardcore,None
Kylen Dragon,5,3,8,6,2,10,7,4,8,Mouse Traps,Mice,Superfan,Wise,Corporate guest,Mind
James Flinch,7,5,7,5,3,7,4,2,8,VR Technology,Darts,Superfan,Modest,Fair-weather,Body
Twilight Sprinter,6,6,6,4,6,3,8,4,7,Glass,Warmth,Superfan,Placid,Hardcore,Body
Melissa Cemetery,10,9,9,3,2,4,4,1,7,Blenders,Exorcisms,Player,Focused,Hype,Body
Slots Hatterfield,1,7,4,6,1,3,9,3,6,Homeopathy,Chips,Superfan,Focused,Hardcore,Mind
Shrimpgun Spoon,5,5,3,8,4,8,2,7,2,Salt,Peanut butter,Superfan,Wise,Pessimist,None
Wesley Bass,8,2,7,7,5,6,9,9,4,Snow,Running water,Staff,Compassionate,Kit Manager,Body
Tiger Patel,10,3,10,6,8,8,1,4,10,Magpies,Flying,Player,Appreciative,General,Soul
Prunella Awolowo,3,7,5,4,7,7,9,5,4,Eyelids,Prison breaks,Superfan,Compassionate,Full kit wanker,Mind
Conundrum Oyatsu,9,8,7,8,5,9,8,7,7,Mouse Traps,Bees,Superfan,Compassionate,Full kit wanker,Mind
Freja Junior,6,6,7,5,7,7,9,6,9,Sunflower Seeds,Cigars,Staff,Sage,Physio,Mind
Tiny Proxy,2,2,7,9,8,7,3,9,6,Snow,Facepaint,Player,Humorous,Closer,Mind
Sammie Fountain,6,7,5,3,4,2,5,10,9,Scissors,Clocks,Superfan,Wise,Die-hard,None
Vitalik Johnstone,8,5,8,8,5,6,9,7,5,Protein Powder,Choking,Player,Confident,Support,Body
Dharv Palomer,2,7,4,3,4,6,5,6,6,Hot Tubs,Justice,Superfan,Modest,Barstool,Mind
Xander Chavez,9,9,4,4,9,1,1,9,8,Bibles,Breakfast,Superfan,Passionate,Gambler,Body
Hyper Myers,8,9,9,3,4,3,7,5,9,Email,Samurai Art,Superfan,Stoic,Barstool,Body
George Anouilh,6,10,4,2,2,4,7,3,5,Short Fingernails,Massages,Superfan,Passionate,Hardcore,Body
gm Brassard,8,3,8,9,2,2,9,8,5,Chains,Movies,Superfan,Focused,Barstool,None
Any Shivers,8,8,8,6,7,5,5,5,8,The Letter 'S',Cognac,Staff,Focused,Data Analyst,Soul
Michelle Flores,5,1,4,4,3,6,8,8,6,Elves,Nightclubs,Superfan,Sage,Barstool,None
Marmaduke Mangiarotti,6,5,6,7,9,10,2,5,8,Plastic,Fairies,Superfan,Idealistic,Pessimist,Soul
Timepiece Rodriguez,9,10,10,4,7,5,3,10,3,Sitcoms,Tequila,Superfan,Stoic,Fair-weather,Body
Sunshine Gardyloo,6,6,8,7,9,7,7,8,6,Spatulas,Lanterns,Superfan,Focused,There for the booze,Soul
Nil Dewlap,9,7,8,2,3,6,4,8,1,Subtitles,AM Radio,Player,Innovative,Support,Body
Galactic Space Explorer Machal,7,7,9,4,2,5,5,6,10,Fish,Antibiotics,Management,Passionate,Head Coach,Body
Melodic Mikan,10,10,7,5,3,5,3,7,8,Pizza ovens,Beanbags,Superfan,Stoic,Fair-weather,Body
Elsa Najafzadeh,9,2,3,5,4,1,3,4,9,Black Sand,Weapons,Superfan,Passionate,Hardcore,Body
Larry Fishery,5,2,8,2,6,5,6,5,10,Post-it notes,Beanbags,Player,Confident,General,Mind
Disco Flammia,2,4,5,6,6,6,8,6,8,Denmark,Marble,Superfan,Confident,Pessimist,Mind
Alien Ladder,5,8,7,2,5,4,3,2,2,Fish,Fungi,Staff,Passionate,Scout,Soul
Deep Panda,6,7,8,7,6,6,7,10,9,Typos,Poker,Staff,Placid,Security guard,Body
Alexander Bhatt,4,9,6,2,2,1,8,4,7,Opium,Sunsets,Superfan,Compassionate,Fair-weather,Body
Magic Extractor Fan,3,6,2,6,3,9,5,2,3,Crying,Sitcoms,Superfan,Compassionate,Die-hard,Mind
Carol Palomer,1,9,3,9,5,2,6,8,8,Priests,Holiday Smells,Superfan,Compassionate,Corporate guest,Mind
Cornelius Bassett,2,5,3,5,1,9,8,5,6,Priests,Hit and Runs,Staff,Modest,Performance coach,Mind
Cilantro Bellamy,4,7,9,5,8,7,6,7,4,Paper,Argon,Player,Focused,Consistency,Soul
